,District,Year,Month,Rainfall,Average Rainfall,Temperature,Average Temperature,Pressure,Average Pressure,Drought Classification
404,Nashik,2002,September,2,4,4,4,2,3,0
405,Nashik,2002,October,1,1,4,5,3,3,1
406,Nashik,2002,November,1,1,4,6,2,3,0
407,Nashik,2002,December,1,1,5,6,2,2,0
408,Nashik,2003,January,1,1,5,7,2,2,0
409,Nashik,2003,February,1,1,5,7,2,2,0
410,Nashik,2003,March,1,1,5,6,3,3,0
411,Nashik,2003,April,1,1,3,5,3,3,1
412,Nashik,2003,May,1,1,3,4,3,3,0
413,Nashik,2003,June,4,3,2,3,3,3,1
414,Nashik,2003,July,4,5,2,3,3,3,0
415,Nashik,2003,August,4,5,3,3,2,3,0
416,Nashik,2003,September,3,4,4,4,2,3,0
417,Nashik,2003,October,1,1,4,5,2,3,1
418,Nashik,2003,November,1,1,5,6,2,3,0
419,Nashik,2003,December,1,1,4,6,2,2,0
420,Nashik,2004,January,1,1,5,7,1,2,0
421,Nashik,2004,February,1,1,5,7,1,2,0
422,Nashik,2004,March,1,1,4,6,2,3,0
423,Nashik,2004,April,1,1,4,5,3,3,1
424,Nashik,2004,May,1,1,3,4,3,3,0
425,Nashik,2004,June,3,3,2,3,3,3,1
426,Nashik,2004,July,4,5,3,3,2,3,0
427,Nashik,2004,August,10,5,2,3,2,3,0
428,Nashik,2004,September,4,4,3,4,2,3,0
429,Nashik,2004,October,2,1,3,5,3,3,1
430,Nashik,2004,November,1,1,4,6,3,3,0
431,Nashik,2004,December,1,1,4,6,2,2,0
432,Nashik,2005,January,1,1,5,7,1,2,0
433,Nashik,2005,February,1,1,4,7,2,2,0
434,Nashik,2005,March,1,1,5,6,2,3,0
435,Nashik,2005,April,1,1,4,5,3,3,0
436,Nashik,2005,May,1,1,3,4,4,3,0
437,Nashik,2005,June,7,3,2,3,3,3,0
438,Nashik,2005,July,7,5,2,3,3,3,0
439,Nashik,2005,August,5,5,3,3,3,3,0
440,Nashik,2005,September,7,4,3,4,3,3,0
441,Nashik,2005,October,1,1,4,5,3,3,0
442,Nashik,2005,November,1,1,5,6,2,3,0
443,Nashik,2005,December,1,1,5,6,1,2,0
444,Nashik,2006,January,1,1,5,7,1,2,0
445,Nashik,2006,February,1,1,5,7,2,2,0
446,Nashik,2006,March,1,1,5,6,3,3,0
447,Nashik,2006,April,1,1,4,5,3,3,0
448,Nashik,2006,May,1,1,3,4,3,3,0
449,Nashik,2006,June,3,3,2,3,3,3,0
450,Nashik,2006,July,9,5,2,3,2,3,0
451,Nashik,2006,August,10,5,2,3,2,3,0
452,Nashik,2006,September,4,4,3,4,2,3,0
453,Nashik,2006,October,1,1,4,5,2,3,0
454,Nashik,2006,November,1,1,4,6,2,3,0
455,Nashik,2006,December,1,1,5,6,1,2,0
456,Nashik,2007,January,1,1,5,7,1,2,0
457,Nashik,2007,February,1,1,4,7,1,2,0
458,Nashik,2007,March,1,1,5,6,2,3,0
459,Nashik,2007,April,1,1,3,5,3,3,0
460,Nashik,2007,May,1,1,3,4,3,3,0
461,Nashik,2007,June,5,3,2,3,3,3,0
462,Nashik,2007,July,6,5,2,3,2,3,0
463,Nashik,2007,August,6,5,2,3,2,3,0
464,Nashik,2007,September,4,4,3,4,2,3,0
465,Nashik,2007,October,1,1,4,5,3,3,0
466,Nashik,2007,November,1,1,5,6,2,3,0
467,Nashik,2007,December,1,1,5,6,2,2,0
468,Nashik,2008,January,1,1,5,7,1,2,0
469,Nashik,2008,February,1,1,5,7,2,2,0
470,Nashik,2008,March,1,1,4,6,2,3,0
471,Nashik,2008,April,1,1,4,5,3,3,0
472,Nashik,2008,May,1,1,3,4,3,3,0
473,Nashik,2008,June,1,3,2,3,3,3,0
474,Nashik,2008,July,5,5,2,3,2,3,0
475,Nashik,2008,August,6,5,2,3,2,3,0
476,Nashik,2008,September,8,4,3,4,2,3,0
477,Nashik,2008,October,1,1,4,5,3,3,0
478,Nashik,2008,November,1,1,4,6,2,3,0
479,Nashik,2008,December,1,1,4,6,2,2,0
480,Nashik,2009,January,1,1,5,7,1,2,0
481,Nashik,2009,February,1,1,4,7,2,2,0
482,Nashik,2009,March,1,1,5,6,2,3,0
483,Nashik,2009,April,1,1,4,5,3,3,1
484,Nashik,2009,May,1,1,3,4,3,3,0
485,Nashik,2009,June,1,3,2,3,3,3,1
486,Nashik,2009,July,7,5,2,3,2,3,0
487,Nashik,2009,August,3,5,3,3,2,3,0
488,Nashik,2009,September,2,4,4,4,3,3,0
489,Nashik,2009,October,2,1,4,5,3,3,1
490,Nashik,2009,November,3,1,4,6,3,3,0
491,Nashik,2009,December,1,1,5,6,2,2,0
492,Nashik,2010,January,1,1,5,7,2,2,0
493,Nashik,2010,February,1,1,5,7,2,2,0
494,Nashik,2010,March,1,1,4,6,3,3,0
495,Nashik,2010,April,1,1,4,5,3,3,0
496,Nashik,2010,May,1,1,3,4,4,3,0
497,Nashik,2010,June,4,3,2,3,3,3,0
498,Nashik,2010,July,4,5,2,3,3,3,0
499,Nashik,2010,August,5,5,2,3,3,3,0
500,Nashik,2010,September,3,4,3,4,3,3,0
501,Nashik,2010,October,2,1,3,5,3,3,0
502,Nashik,2010,November,2,1,4,6,3,3,0
503,Nashik,2010,December,1,1,4,6,2,2,0
504,Nashik,2011,January,1,1,5,7,1,2,0
505,Nashik,2011,February,1,1,5,7,2,2,0
506,Nashik,2011,March,1,1,4,6,3,3,0
507,Nashik,2011,April,1,1,3,5,3,3,1
508,Nashik,2011,May,1,1,3,4,3,3,0
509,Nashik,2011,June,2,3,2,3,3,3,1
510,Nashik,2011,July,5,5,2,3,3,3,0
511,Nashik,2011,August,5,5,2,3,3,3,0
512,Nashik,2011,September,3,4,3,4,3,3,0
513,Nashik,2011,October,1,1,4,5,3,3,1
514,Nashik,2011,November,1,1,4,6,3,3,0
515,Nashik,2011,December,1,1,4,6,2,2,0
516,Nashik,2012,January,1,1,5,7,1,2,0
517,Nashik,2012,February,1,1,4,7,2,2,0
518,Nashik,2012,March,1,1,4,6,2,3,0
519,Nashik,2012,April,1,1,3,5,3,3,1
520,Nashik,2012,May,1,1,3,4,3,3,0
521,Nashik,2012,June,2,3,2,3,3,3,1
522,Nashik,2012,July,5,5,2,3,3,3,0
523,Nashik,2012,August,5,5,2,3,3,3,0
524,Nashik,2012,September,4,4,3,4,3,3,0
525,Nashik,2012,October,2,1,4,5,3,3,1
526,Nashik,2012,November,1,1,4,6,2,3,0
527,Nashik,2012,December,1,1,5,6,2,2,0
528,Nashik,2013,January,1,1,5,7,1,2,0
529,Nashik,2013,February,1,1,5,7,2,2,0
530,Nashik,2013,March,1,1,4,6,3,3,0
531,Nashik,2013,April,1,1,4,5,3,3,0
532,Nashik,2013,May,1,1,3,4,3,3,0
533,Nashik,2013,June,5,3,2,3,3,3,0
534,Nashik,2013,July,7,5,2,3,3,3,0
535,Nashik,2013,August,4,5,3,3,3,3,0
536,Nashik,2013,September,4,4,3,4,3,3,0
537,Nashik,2013,October,2,1,4,5,3,3,0
538,Nashik,2013,November,1,1,4,6,3,3,0
539,Nashik,2013,December,1,1,5,6,2,2,0
540,Nashik,2014,January,1,1,5,7,2,2,0
541,Nashik,2014,February,1,1,5,7,2,2,0
542,Nashik,2014,March,1,1,4,6,3,3,0
543,Nashik,2014,April,1,1,4,5,3,3,1
544,Nashik,2014,May,2,1,3,4,4,3,0
545,Nashik,2014,June,1,3,2,3,4,3,1
546,Nashik,2014,July,7,5,2,3,3,3,0
547,Nashik,2014,August,5,5,3,3,3,3,0
548,Nashik,2014,September,4,4,3,4,3,3,0
549,Nashik,2014,October,1,1,4,5,3,3,1
550,Nashik,2014,November,1,1,5,6,3,3,0
551,Nashik,2014,December,1,1,5,6,2,2,0
552,Nashik,2015,January,1,1,5,7,2,2,0
553,Nashik,2015,February,1,1,5,7,2,2,0
554,Nashik,2015,March,1,1,5,6,3,3,0
555,Nashik,2015,April,1,1,4,5,3,3,0
556,Nashik,2015,May,1,1,3,4,1,3,0
557,Nashik,2015,June,2,3,2,3,3,3,0
558,Nashik,2015,July,2,5,3,3,3,3,0
559,Nashik,2015,August,2,5,3,3,3,3,0
560,Nashik,2015,September,3,4,3,4,3,3,0
561,Nashik,2015,October,1,1,4,5,3,3,0
562,Nashik,2015,November,1,1,4,6,3,3,0
563,Nashik,2015,December,1,1,5,6,2,2,0
564,Nashik,2016,January,1,1,5,7,2,2,0
565,Nashik,2016,February,1,1,5,7,2,2,0
566,Nashik,2016,March,1,1,4,6,3,3,0
567,Nashik,2016,April,1,1,4,5,3,3,0
568,Nashik,2016,May,2,1,3,4,4,3,0
569,Nashik,2016,June,2,3,2,3,3,3,0
570,Nashik,2016,July,4,5,2,3,3,3,0
571,Nashik,2016,August,3,5,3,3,3,3,0
572,Nashik,2016,September,3,4,3,4,3,3,0
573,Nashik,2016,October,2,1,4,5,3,3,0
574,Nashik,2016,November,1,1,5,6,2,3,0
575,Nashik,2016,December,1,1,5,6,2,2,0
576,Aurangabad,2001,January,1,1,5,8,1,1,0
577,Aurangabad,2001,February,1,1,5,7,2,2,0
578,Aurangabad,2001,March,1,1,5,6,3,3,0
579,Aurangabad,2001,April,1,1,3,4,3,4,0
580,Aurangabad,2001,May,1,1,2,3,4,4,0
581,Aurangabad,2001,June,3,2,2,2,3,3,1
582,Aurangabad,2001,July,2,3,2,3,2,3,0
583,Aurangabad,2001,August,2,3,3,3,2,2,0
584,Aurangabad,2001,September,2,3,4,4,3,3,1
585,Aurangabad,2001,October,2,1,3,5,2,3,1
586,Aurangabad,2001,November,1,1,4,6,2,2,0
587,Aurangabad,2001,December,1,1,5,7,2,1,0
588,Aurangabad,2002,January,1,1,5,8,1,1,0
589,Aurangabad,2002,February,1,1,4,7,2,2,0
590,Aurangabad,2002,March,1,1,5,6,3,3,0
591,Aurangabad,2002,April,1,1,3,4,4,4,0
592,Aurangabad,2002,May,1,1,3,3,4,4,0
593,Aurangabad,2002,June,3,2,2,2,3,3,1
594,Aurangabad,2002,July,1,3,3,3,3,3,0
595,Aurangabad,2002,August,3,3,3,3,2,2,0
596,Aurangabad,2002,September,2,3,4,4,2,3,1
597,Aurangabad,2002,October,1,1,4,5,3,3,1
598,Aurangabad,2002,November,1,1,4,6,2,2,0
599,Aurangabad,2002,December,1,1,5,7,2,1,0
600,Aurangabad,2003,January,1,1,5,8,2,1,0
601,Aurangabad,2003,February,1,1,5,7,2,2,0
602,Aurangabad,2003,March,1,1,4,6,3,3,0
603,Aurangabad,2003,April,1,1,3,4,4,4,0
604,Aurangabad,2003,May,1,1,2,3,4,4,0
605,Aurangabad,2003,June,2,2,2,2,3,3,1
606,Aurangabad,2003,July,5,3,2,3,3,3,0
607,Aurangabad,2003,August,3,3,2,3,2,2,0
608,Aurangabad,2003,September,2,3,4,4,2,3,1
609,Aurangabad,2003,October,1,1,4,5,2,3,1
610,Aurangabad,2003,November,1,1,4,6,2,2,0
611,Aurangabad,2003,December,1,1,4,7,1,1,0
612,Aurangabad,2004,January,1,1,5,8,1,1,0
613,Aurangabad,2004,February,1,1,5,7,1,2,0
614,Aurangabad,2004,March,1,1,5,6,3,3,0
615,Aurangabad,2004,April,1,1,3,4,3,4,0
616,Aurangabad,2004,May,1,1,3,3,3,4,0
617,Aurangabad,2004,June,2,2,2,2,3,3,0
618,Aurangabad,2004,July,4,3,2,3,2,3,0
619,Aurangabad,2004,August,2,3,3,3,2,2,0
620,Aurangabad,2004,September,5,3,3,4,2,3,0
621,Aurangabad,2004,October,2,1,4,5,2,3,0
622,Aurangabad,2004,November,1,1,5,6,2,2,0
623,Aurangabad,2004,December,1,1,5,7,2,1,0
624,Aurangabad,2005,January,1,1,6,8,1,1,0
625,Aurangabad,2005,February,1,1,5,7,2,2,0
626,Aurangabad,2005,March,1,1,4,6,3,3,0
627,Aurangabad,2005,April,1,1,3,4,4,4,0
628,Aurangabad,2005,May,1,1,3,3,4,4,0
629,Aurangabad,2005,June,1,2,2,2,3,3,0
630,Aurangabad,2005,July,5,3,2,3,3,3,0
631,Aurangabad,2005,August,2,3,3,3,3,2,0
632,Aurangabad,2005,September,4,3,3,4,2,3,0
633,Aurangabad,2005,October,2,1,3,5,3,3,0
634,Aurangabad,2005,November,1,1,4,6,2,2,0
635,Aurangabad,2005,December,1,1,5,7,1,1,0
636,Aurangabad,2006,January,1,1,6,8,1,1,0
637,Aurangabad,2006,February,1,1,5,7,2,2,0
638,Aurangabad,2006,March,1,1,4,6,3,3,0
639,Aurangabad,2006,April,1,1,3,4,4,4,0
640,Aurangabad,2006,May,1,1,2,3,4,4,0
641,Aurangabad,2006,June,4,2,2,2,3,3,0
642,Aurangabad,2006,July,4,3,2,3,2,3,0
643,Aurangabad,2006,August,5,3,2,3,2,2,0
644,Aurangabad,2006,September,4,3,3,4,2,3,0
645,Aurangabad,2006,October,1,1,3,5,2,3,0
646,Aurangabad,2006,November,1,1,5,6,2,2,0
647,Aurangabad,2006,December,1,1,5,7,1,1,0
648,Aurangabad,2007,January,1,1,6,8,1,1,0
649,Aurangabad,2007,February,1,1,5,7,2,2,0
650,Aurangabad,2007,March,1,1,5,6,3,3,0
651,Aurangabad,2007,April,1,1,3,4,4,4,0
652,Aurangabad,2007,May,1,1,2,3,3,4,0
653,Aurangabad,2007,June,3,2,2,2,3,3,0
654,Aurangabad,2007,July,3,3,2,3,2,3,0
655,Aurangabad,2007,August,2,3,3,3,3,2,0
656,Aurangabad,2007,September,3,3,3,4,3,3,0
657,Aurangabad,2007,October,1,1,4,5,3,3,0
658,Aurangabad,2007,November,1,1,5,6,2,2,0
659,Aurangabad,2007,December,1,1,5,7,1,1,0
660,Aurangabad,2008,January,1,1,6,8,1,1,0
661,Aurangabad,2008,February,1,1,5,7,2,2,0
662,Aurangabad,2008,March,1,1,4,6,3,3,0
663,Aurangabad,2008,April,1,1,3,4,4,4,0
664,Aurangabad,2008,May,1,1,2,3,4,4,0
665,Aurangabad,2008,June,2,2,2,2,3,3,0
666,Aurangabad,2008,July,2,3,3,3,2,3,0
667,Aurangabad,2008,August,3,3,3,3,2,2,0
668,Aurangabad,2008,September,6,3,3,4,2,3,0
669,Aurangabad,2008,October,1,1,4,5,2,3,0
670,Aurangabad,2008,November,1,1,4,6,2,2,0
671,Aurangabad,2008,December,1,1,4,7,1,1,0
672,Aurangabad,2009,January,1,1,6,8,1,1,0
673,Aurangabad,2009,February,1,1,5,7,2,2,0
674,Aurangabad,2009,March,1,1,4,6,3,3,0
675,Aurangabad,2009,April,1,1,3,4,4,4,0
676,Aurangabad,2009,May,1,1,3,3,4,4,0
677,Aurangabad,2009,June,1,2,2,2,3,3,1
678,Aurangabad,2009,July,3,3,2,3,2,3,0
679,Aurangabad,2009,August,3,3,3,3,2,2,0
680,Aurangabad,2009,September,3,3,4,4,3,3,1
681,Aurangabad,2009,October,1,1,4,5,2,3,1
682,Aurangabad,2009,November,3,1,4,6,1,2,0
683,Aurangabad,2009,December,1,1,5,7,1,1,0
684,Aurangabad,2010,January,1,1,6,8,1,1,0
685,Aurangabad,2010,February,1,1,5,7,2,2,0
686,Aurangabad,2010,March,1,1,4,6,3,3,0
687,Aurangabad,2010,April,1,1,3,4,4,4,0
688,Aurangabad,2010,May,1,1,2,3,5,4,0
689,Aurangabad,2010,June,3,2,2,2,3,3,0
690,Aurangabad,2010,July,5,3,2,3,2,3,0
691,Aurangabad,2010,August,5,3,2,3,2,2,0
692,Aurangabad,2010,September,2,3,3,4,2,3,0
693,Aurangabad,2010,October,1,1,3,5,2,3,0
694,Aurangabad,2010,November,2,1,4,6,2,2,0
695,Aurangabad,2010,December,1,1,4,7,1,1,0
696,Aurangabad,2011,January,1,1,5,8,1,1,0
697,Aurangabad,2011,February,1,1,4,7,2,2,0
698,Aurangabad,2011,March,1,1,4,6,3,3,0
699,Aurangabad,2011,April,1,1,3,4,4,4,0
700,Aurangabad,2011,May,1,1,3,3,4,4,0
701,Aurangabad,2011,June,1,2,2,2,3,3,0
702,Aurangabad,2011,July,4,3,2,3,2,3,0
703,Aurangabad,2011,August,4,3,2,3,2,2,0
704,Aurangabad,2011,September,2,3,3,4,2,3,0
705,Aurangabad,2011,October,1,1,4,5,2,3,0
706,Aurangabad,2011,November,1,1,5,6,2,2,0
707,Aurangabad,2011,December,1,1,5,7,1,1,0
708,Aurangabad,2012,January,1,1,5,8,1,1,0
709,Aurangabad,2012,February,1,1,4,7,2,2,0
710,Aurangabad,2012,March,1,1,4,6,3,3,0
711,Aurangabad,2012,April,1,1,3,4,4,4,0
712,Aurangabad,2012,May,1,1,3,3,4,4,0
713,Aurangabad,2012,June,1,2,2,2,3,3,1
714,Aurangabad,2012,July,3,3,2,3,2,3,0
715,Aurangabad,2012,August,2,3,2,3,2,2,0
716,Aurangabad,2012,September,2,3,3,4,2,3,1
717,Aurangabad,2012,October,1,1,4,5,2,3,1
718,Aurangabad,2012,November,1,1,5,6,2,2,0
719,Aurangabad,2012,December,1,1,5,7,2,1,0
720,Aurangabad,2013,January,1,1,5,8,1,1,0
721,Aurangabad,2013,February,1,1,5,7,2,2,0
722,Aurangabad,2013,March,1,1,4,6,3,3,0
723,Aurangabad,2013,April,1,1,3,4,4,4,0
724,Aurangabad,2013,May,1,1,2,3,4,4,0
725,Aurangabad,2013,June,3,2,2,2,3,3,0
726,Aurangabad,2013,July,3,3,2,3,2,3,0
727,Aurangabad,2013,August,2,3,3,3,2,2,0
728,Aurangabad,2013,September,3,3,3,4,2,3,0
729,Aurangabad,2013,October,2,1,4,5,2,3,0
730,Aurangabad,2013,November,1,1,5,6,2,2,0
731,Aurangabad,2013,December,1,1,5,7,1,1,0
732,Aurangabad,2014,January,1,1,5,8,1,1,0
733,Aurangabad,2014,February,1,1,4,7,2,2,0
734,Aurangabad,2014,March,2,1,4,6,2,3,0
735,Aurangabad,2014,April,1,1,3,4,4,4,0
736,Aurangabad,2014,May,1,1,3,3,4,4,0
737,Aurangabad,2014,June,1,2,2,2,4,3,1
738,Aurangabad,2014,July,3,3,2,3,2,3,0
739,Aurangabad,2014,August,3,3,3,3,2,2,0
740,Aurangabad,2014,September,2,3,3,4,2,3,1
741,Aurangabad,2014,October,1,1,4,5,3,3,1
742,Aurangabad,2014,November,1,1,5,6,2,2,0
743,Aurangabad,2014,December,1,1,5,7,1,1,0
744,Aurangabad,2015,January,1,1,6,8,1,1,0
745,Aurangabad,2015,February,1,1,5,7,2,2,0
746,Aurangabad,2015,March,1,1,5,6,3,3,0
747,Aurangabad,2015,April,1,1,3,4,3,4,0
748,Aurangabad,2015,May,1,1,3,3,4,4,0
749,Aurangabad,2015,June,2,2,2,2,3,3,0
750,Aurangabad,2015,July,1,3,3,3,3,3,0
751,Aurangabad,2015,August,2,3,3,3,2,2,0
752,Aurangabad,2015,September,3,3,3,4,3,3,0
753,Aurangabad,2015,October,1,1,4,5,3,3,0
754,Aurangabad,2015,November,1,1,5,6,2,2,0
755,Aurangabad,2015,December,1,1,5,7,2,1,0
756,Aurangabad,2016,January,1,1,5,8,2,1,0
757,Aurangabad,2016,February,1,1,5,7,3,2,0
758,Aurangabad,2016,March,1,1,4,6,4,3,0
759,Aurangabad,2016,April,1,1,3,4,4,4,0
760,Aurangabad,2016,May,1,1,3,3,4,4,0
761,Aurangabad,2016,June,3,2,2,2,3,3,0
762,Aurangabad,2016,July,5,3,2,3,2,3,0
763,Aurangabad,2016,August,2,3,3,3,2,2,0
764,Aurangabad,2016,September,5,3,3,4,2,3,0
765,Aurangabad,2016,October,2,1,4,5,2,3,0
766,Aurangabad,2016,November,1,1,5,6,1,2,0
767,Aurangabad,2016,December,1,1,5,7,1,1,0
768,Amravati,2001,January,1,1,5,9,1,1,0
769,Amravati,2001,February,1,1,6,7,2,2,0
770,Amravati,2001,March,1,1,5,7,3,3,0
771,Amravati,2001,April,1,1,3,5,4,4,0
772,Amravati,2001,May,1,1,2,3,5,5,0
773,Amravati,2001,June,4,3,1,2,3,4,0
774,Amravati,2001,July,2,4,2,2,3,3,0
775,Amravati,2001,August,3,4,3,2,3,3,0
776,Amravati,2001,September,1,3,3,4,3,3,0
777,Amravati,2001,October,1,1,5,6,3,3,0
